;наименование;штрихкод
11080;Ребра свиные с/к 2 сорт;
11083;Румяная Корочка грудинка к/в в/у;
11084;"Продукт ""Ассорти в Форме""";
11085;Балык свиной с/к (нарезка) 180 гр;
11092;Балык семейный к/в (нарезка) 180 гр;
11093;Карбонад Восточный к/в  (нарезка) 180 гр;
11094;"Ветчина "" Калейдоскоп"" ( нарезка ) 180 гр";
11098;Колбаса Балыковая п/к ( 300 гр);
11099;Сервелат Питерский;
12002;Колбаса Сальчича (ЧерМясКомб);
12003;Пастрома из мяса индейки с/к в вак.уп ;
12005;Рулька свиная к/в в/у;
12006;П\ф мяс.б\к кат.А Гуляш из говяд.ЧМК;
11081;Колбаса ВМК 100% в мод. газ. Среде;
12007;Сардельки Вологодские с нат.сливочным маслом ВМК;
12008;Пастрома Деликатесная к/з ВМК;
11095;Буженина запеченая (МиМп);
11096;Рулька запеченая (МиМп);
12009;Колбаса Вологодская п/к 300г вак. ВМК;
12010;Карбонад Московский к/в вак. ВМК;
12011;Сервелат Французский п/к 300г вак.ВМК;
12012;Сосиски Филейные 350г ВМК;
12013;Колбаса Говяжья вар.кат.А 500г. ВМК;
12014;Окорок Вологодский к\в вак.порц.ВМК;
12015;Колбаса Краковская ВМК;
